# curie_map:
#   ICD10CM: http://apps.who.int/classifications/icd10/browse/2010/en#/
#   NCI: http://purl.obolibrary.org/obo/NCIT_
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2018-07-05'
# mapping_provider: https://ncit.nci.nih.gov/ncitbrowser/ajax?action=export_maps_to_mapping&target=ICD10CM%202017
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/ncit_icd10_2017.sssom.tsv
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	subject_label	match_type
NCI:C9242	skos:narrowMatch	ICD10CM:C18.3	Malignant neoplasm: Hepatic flexure	Unspecified
NCI:C9242	skos:narrowMatch	ICD10CM:C18.6	Malignant neoplasm: Descending colon	Unspecified
NCI:C9360	skos:relatedMatch	ICD10CM:C83.50	Lymphoblastic (diffuse) lymphoma, unspecified site	Unspecified
NCI:C9360	skos:relatedMatch	ICD10CM:C83.58	Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites	Unspecified
NCI:C9360	skos:relatedMatch	ICD10CM:C83.51	Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck	Unspecified
NCI:C9360	skos:relatedMatch	ICD10CM:C83.5	Lymphoblastic (diffuse) lymphoma	Unspecified
NCI:C9360	skos:relatedMatch	ICD10CM:C83.56	Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes	Unspecified
NCI:C9360	skos:relatedMatch	ICD10CM:C83.52	Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes	Unspecified
NCI:C9360	skos:relatedMatch	ICD10CM:C83.59	Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites	Unspecified
NCI:C9334	skos:narrowMatch	ICD10CM:C67.1	Malignant neoplasm: Dome of bladder	Unspecified
NCI:C9334	skos:narrowMatch	ICD10CM:C67.4	Malignant neoplasm: Posterior wall of bladder	Unspecified
NCI:C9334	skos:relatedMatch	ICD10CM:C67.8	Malignant neoplasm: Overlapping lesion of bladder	Unspecified
NCI:C9334	skos:relatedMatch	ICD10CM:C67.9	Malignant neoplasm: Bladder, unspecified	Unspecified
NCI:C9334	skos:exactMatch	ICD10CM:C67	Malignant neoplasm of bladder	Unspecified
NCI:C2924	skos:relatedMatch	ICD10CM:D05.10	Intraductal carcinoma in situ of unspecified breast	Unspecified
NCI:C2924	skos:relatedMatch	ICD10CM:D05.11	Intraductal carcinoma in situ of right breast	Unspecified
NCI:C2924	skos:relatedMatch	ICD10CM:D05.12	Intraductal carcinoma in situ of left breast	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83.33	Diffuse large B-cell lymphoma, intra-abdominal lymph nodes	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83.30	Diffuse large B-cell lymphoma, unspecified site	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83.32	Diffuse large B-cell lymphoma, intrathoracic lymph nodes	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83.38	Diffuse large B-cell lymphoma, lymph nodes of multiple sites	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83.39	Diffuse large B-cell lymphoma, extranodal and solid organ sites	Unspecified
NCI:C8851	skos:exactMatch	ICD10CM:C83.3	Diffuse large B-cell lymphoma	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83.31	Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83.89	Other non-follicular lymphoma, extranodal and solid organ sites	Unspecified
NCI:C8851	skos:relatedMatch	ICD10CM:C83	Non-follicular lymphoma	Unspecified
NCI:C9005	skos:relatedMatch	ICD10CM:C25.8	Malignant neoplasm: Overlapping lesion of pancreas	Unspecified
NCI:C9005	skos:relatedMatch	ICD10CM:C25.7	Malignant neoplasm: Other parts of pancreas	Unspecified
NCI:C9005	skos:narrowMatch	ICD10CM:C25.1	Malignant neoplasm: Body of pancreas	Unspecified
NCI:C9005	skos:narrowMatch	ICD10CM:C25.3	Malignant neoplasm: Pancreatic duct	Unspecified
NCI:C9005	skos:narrowMatch	ICD10CM:C25.0	Malignant neoplasm: Head of pancreas	Unspecified
NCI:C9005	skos:relatedMatch	ICD10CM:C25.9	Malignant neoplasm: Pancreas, unspecified	Unspecified
NCI:C9005	skos:narrowMatch	ICD10CM:C25.2	Malignant neoplasm: Tail of pancreas	Unspecified
NCI:C9005	skos:exactMatch	ICD10CM:C25	Malignant neoplasm of pancreas	Unspecified
NCI:C8923	skos:relatedMatch	ICD10CM:C94.00	Acute erythroid leukemia, not having achieved remission	Unspecified
NCI:C8923	skos:exactMatch	ICD10CM:C94.0	Acute erythroid leukaemia	Unspecified
NCI:C3517	skos:relatedMatch	ICD10CM:C81.29	Mixed cellularity classical Hodgkin lymphoma, extranodal and solid organ sites	Unspecified
NCI:C3517	skos:exactMatch	ICD10CM:C81.2	Mixed cellularity classical Hodgkin lymphoma	Unspecified
NCI:C3517	skos:relatedMatch	ICD10CM:C81.20	Mixed cellularity classical Hodgkin lymphoma, unspecified site	Unspecified
NCI:C3517	skos:relatedMatch	ICD10CM:C81.21	Mixed cellularity classical Hodgkin lymphoma, lymph nodes of head, face, and neck	Unspecified
NCI:C3517	skos:relatedMatch	ICD10CM:C81.28	Mixed cellularity classical Hodgkin lymphoma, lymph nodes of multiple sites	Unspecified
NCI:C7540	skos:relatedMatch	ICD10CM:C83.00	Small cell B-cell lymphoma, unspecified site	Unspecified
NCI:C7540	skos:exactMatch	ICD10CM:C83.0	Small cell B-cell lymphoma	Unspecified
NCI:C29878	skos:exactMatch	ICD10CM:Z80	Family history of malignant neoplasm	Unspecified
NCI:C2917	skos:relatedMatch	ICD10CM:D09.3	Carcinoma in situ: Thyroid and other endocrine glands	Unspecified
NCI:C2917	skos:relatedMatch	ICD10CM:D09.9	Carcinoma in situ, unspecified	Unspecified
NCI:C2917	skos:relatedMatch	ICD10CM:D07	Carcinoma in situ of other and unspecified genital organs	Unspecified
NCI:C2917	skos:relatedMatch	ICD10CM:D07.30	Carcinoma in situ of unspecified female genital organs	Unspecified
NCI:C2917	skos:relatedMatch	ICD10CM:D09	Carcinoma in situ of other and unspecified sites	Unspecified
NCI:C4337	skos:relatedMatch	ICD10CM:C83.18	Mantle cell lymphoma, lymph nodes of multiple sites	Unspecified
NCI:C4337	skos:exactMatch	ICD10CM:C83.1	Mantle cell lymphoma	Unspecified
NCI:C4337	skos:relatedMatch	ICD10CM:C83.19	Mantle cell lymphoma, extranodal and solid organ sites	Unspecified
NCI:C4337	skos:relatedMatch	ICD10CM:C83.10	Mantle cell lymphoma, unspecified site	Unspecified
NCI:C9331	skos:narrowMatch	ICD10CM:C16.3	Malignant neoplasm: Pyloric antrum	Unspecified
NCI:C9331	skos:narrowMatch	ICD10CM:C16.0	Malignant neoplasm: Cardia	Unspecified
NCI:C9331	skos:relatedMatch	ICD10CM:C16.9	Malignant neoplasm: Stomach, unspecified	Unspecified
NCI:C9331	skos:exactMatch	ICD10CM:C16	Malignant neoplasm of stomach	Unspecified
NCI:C9331	skos:relatedMatch	ICD10CM:C16.8	Malignant neoplasm: Overlapping lesion of stomach	Unspecified
NCI:C9331	skos:narrowMatch	ICD10CM:C16.2	Malignant neoplasm: Body of stomach	Unspecified
NCI:C65157	skos:relatedMatch	ICD10CM:D49.9	Neoplasm of unspecified behavior of unspecified site	Unspecified
NCI:C65157	skos:relatedMatch	ICD10CM:D49.89	Neoplasm of unspecified behavior of other specified sites	Unspecified
NCI:C65157	skos:relatedMatch	ICD10CM:D48	Neoplasm of uncertain or unknown behaviour of other and unspecified sites	Unspecified
NCI:C7528	skos:exactMatch	ICD10CM:C86.5	Angioimmunoblastic T-cell lymphoma	Unspecified
NCI:C3163	skos:relatedMatch	ICD10CM:C91.10	Chronic lymphocytic leukemia of B-cell type not having achieved remission	Unspecified
NCI:C3163	skos:exactMatch	ICD10CM:C91.1	Chronic lymphocytic leukaemia of B-cell type	Unspecified
NCI:C9087	skos:narrowMatch	ICD10CM:C46.1	Kaposi sarcoma of soft tissue	Unspecified
NCI:C9087	skos:narrowMatch	ICD10CM:C46.4	Kaposi's sarcoma of gastrointestinal sites	Unspecified
NCI:C9087	skos:exactMatch	ICD10CM:C46	Kaposi sarcoma	Unspecified
NCI:C3099	skos:exactMatch	ICD10CM:C22.0	Malignant neoplasm: Liver cell carcinoma	Unspecified
NCI:C2915	skos:relatedMatch	ICD10CM:D3A.00	Benign carcinoid tumor of unspecified site	Unspecified
NCI:C2915	skos:relatedMatch	ICD10CM:D3A.8	Other benign neuroendocrine tumors	Unspecified
NCI:C4577	skos:narrowMatch	ICD10CM:C71.3	Malignant neoplasm: Parietal lobe	Unspecified
NCI:C4577	skos:narrowMatch	ICD10CM:C71.1	Malignant neoplasm: Frontal lobe	Unspecified
NCI:C4577	skos:relatedMatch	ICD10CM:C71.0	Malignant neoplasm: Cerebrum, except lobes and ventricles	Unspecified
NCI:C4577	skos:narrowMatch	ICD10CM:C71.2	Malignant neoplasm: Temporal lobe	Unspecified
NCI:C4577	skos:narrowMatch	ICD10CM:C71.4	Malignant neoplasm: Occipital lobe	Unspecified
NCI:C3182	skos:exactMatch	ICD10CM:C92.4	Acute promyelocytic leukaemia [PML]	Unspecified
NCI:C8968	skos:relatedMatch	ICD10CM:C82.18	Follicular lymphoma grade II, lymph nodes of multiple sites	Unspecified
NCI:C8968	skos:relatedMatch	ICD10CM:C82.12	Follicular lymphoma grade II, intrathoracic lymph nodes	Unspecified
NCI:C9345	skos:relatedMatch	ICD10CM:C02	Malignant neoplasm of other and unspecified parts of tongue	Unspecified
NCI:C9345	skos:narrowMatch	ICD10CM:C02.1	Malignant neoplasm: Border of tongue	Unspecified
NCI:C9345	skos:narrowMatch	ICD10CM:C02.0	Malignant neoplasm: Dorsal surface of tongue	Unspecified
NCI:C9345	skos:relatedMatch	ICD10CM:C02.9	Malignant neoplasm: Tongue, unspecified	Unspecified
NCI:C9345	skos:narrowMatch	ICD10CM:C02.2	Malignant neoplasm: Ventral surface of tongue	Unspecified
NCI:C7485	skos:narrowMatch	ICD10CM:C00.0	Malignant neoplasm: External upper lip	Unspecified
NCI:C7485	skos:exactMatch	ICD10CM:C44.0	Malignant neoplasm: Skin of lip	Unspecified
NCI:C7485	skos:narrowMatch	ICD10CM:C00.2	Malignant neoplasm: External lip, unspecified	Unspecified
NCI:C3170	skos:relatedMatch	ICD10CM:C94.20	Acute megakaryoblastic leukemia not having achieved remission	Unspecified
NCI:C3170	skos:exactMatch	ICD10CM:C94.2	Acute megakaryoblastic leukaemia	Unspecified
NCI:C3407	skos:exactMatch	ICD10CM:D47.3	Essential (haemorrhagic) thrombocythaemia	Unspecified
NCI:C4345	skos:exactMatch	ICD10CM:D47.1	Chronic myeloproliferative disease	Unspecified
NCI:C3568	skos:exactMatch	ICD10CM:C71	Malignant neoplasm of brain	Unspecified
NCI:C3568	skos:narrowMatch	ICD10CM:C71.5	Malignant neoplasm: Cerebral ventricle	Unspecified
NCI:C3568	skos:relatedMatch	ICD10CM:C71.9	Malignant neoplasm: Brain, unspecified	Unspecified
NCI:C3568	skos:relatedMatch	ICD10CM:C71.8	Malignant neoplasm: Overlapping lesion of brain	Unspecified
NCI:C3520	skos:relatedMatch	ICD10CM:C92.30	Myeloid sarcoma, not having achieved remission	Unspecified
NCI:C3520	skos:exactMatch	ICD10CM:C92.3	Myeloid sarcoma	Unspecified
NCI:C4913	skos:relatedMatch	ICD10CM:C57.4	Malignant neoplasm: Uterine adnexa, unspecified	Unspecified
NCI:C4913	skos:relatedMatch	ICD10CM:C57.9	Malignant neoplasm: Female genital organ, unspecified	Unspecified
NCI:C4913	skos:relatedMatch	ICD10CM:C57.7	Malignant neoplasm: Other specified female genital organs	Unspecified
NCI:C4913	skos:relatedMatch	ICD10CM:C57	Malignant neoplasm of other and unspecified female genital organs	Unspecified
NCI:C4340	skos:relatedMatch	ICD10CM:C84.40	Peripheral T-cell lymphoma, not classified, unspecified site	Unspecified
NCI:C4340	skos:relatedMatch	ICD10CM:C84.4	Peripheral T-cell lymphoma, not classified	Unspecified
NCI:C4340	skos:relatedMatch	ICD10CM:C84.49	Peripheral T-cell lymphoma, not classified, extranodal and solid organ sites	Unspecified
NCI:C3460	skos:relatedMatch	ICD10CM:C82.2	Follicular lymphoma grade III, unspecified	Unspecified
NCI:C6913	skos:relatedMatch	ICD10CM:C81.40	Lymphocyte-rich classical Hodgkin lymphoma, unspecified site	Unspecified
NCI:C6913	skos:relatedMatch	ICD10CM:C81.48	Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of multiple sites	Unspecified
NCI:C6913	skos:relatedMatch	ICD10CM:C81.41	Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of head, face, and neck	Unspecified
NCI:C8423	skos:relatedMatch	ICD10CM:D03.8	Melanoma in situ of other sites	Unspecified
NCI:C8423	skos:relatedMatch	ICD10CM:D03.9	Melanoma in situ, unspecified	Unspecified
NCI:C8423	skos:relatedMatch	ICD10CM:D03.59	Melanoma in situ of other part of trunk	Unspecified
NCI:C8423	skos:relatedMatch	ICD10CM:D03.4	Melanoma in situ of scalp and neck	Unspecified
NCI:C3178	skos:exactMatch	ICD10CM:C93.1	Chronic myelomonocytic leukaemia	Unspecified
NCI:C3178	skos:relatedMatch	ICD10CM:C93.10	Chronic myelomonocytic leukemia not having achieved remission	Unspecified
NCI:C3677	skos:relatedMatch	ICD10CM:D36.7	Benign neoplasm: Other specified sites	Unspecified
NCI:C9321	skos:exactMatch	ICD10CM:C11	Malignant neoplasm of nasopharynx	Unspecified
NCI:C9321	skos:relatedMatch	ICD10CM:C11.9	Malignant neoplasm: Nasopharynx, unspecified	Unspecified
NCI:C9321	skos:narrowMatch	ICD10CM:C11.1	Malignant neoplasm: Posterior wall of nasopharynx	Unspecified
NCI:C3246	skos:relatedMatch	ICD10CM:C84.00	Mycosis fungoides, unspecified site	Unspecified
NCI:C3246	skos:exactMatch	ICD10CM:C84.0	Mycosis fungoides	Unspecified
NCI:C4904	skos:relatedMatch	ICD10CM:C77.2	Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes	Unspecified
NCI:C4904	skos:relatedMatch	ICD10CM:C77	Secondary and unspecified malignant neoplasm of lymph nodes	Unspecified
NCI:C4904	skos:relatedMatch	ICD10CM:C77.9	Secondary and unspecified malignant neoplasm: Lymph node, unspecified	Unspecified
NCI:C4904	skos:relatedMatch	ICD10CM:C77.0	Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck	Unspecified
NCI:C4904	skos:relatedMatch	ICD10CM:C77.1	Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes	Unspecified
NCI:C3773	skos:relatedMatch	ICD10CM:C7A.1	Malignant poorly differentiated neuroendocrine tumors	Unspecified
NCI:C3773	skos:relatedMatch	ICD10CM:C7A.8	Other malignant neuroendocrine tumors	Unspecified
NCI:C3773	skos:broadMatch	ICD10CM:C7A	Malignant neuroendocrine tumors	Unspecified
NCI:C9314	skos:relatedMatch	ICD10CM:C06	Malignant neoplasm of other and unspecified parts of mouth	Unspecified
NCI:C9314	skos:relatedMatch	ICD10CM:C06.9	Malignant neoplasm: Mouth, unspecified	Unspecified
NCI:C9314	skos:relatedMatch	ICD10CM:C06.8	Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth	Unspecified
NCI:C9314	skos:narrowMatch	ICD10CM:C06.2	Malignant neoplasm: Retromolar area	Unspecified
NCI:C3465	skos:relatedMatch	ICD10CM:C82.00	Follicular lymphoma grade I, unspecified site	Unspecified
NCI:C7251	skos:narrowMatch	ICD10CM:C62.90	Malignant neoplasm of unspecified testis, unspecified whether descended or undescended	Unspecified
NCI:C7251	skos:exactMatch	ICD10CM:C62	Malignant neoplasm of testis	Unspecified
NCI:C7251	skos:narrowMatch	ICD10CM:C62.91	Malignant neoplasm of right testis, unspecified whether descended or undescended	Unspecified
NCI:C7251	skos:narrowMatch	ICD10CM:C62.00	Malignant neoplasm of unspecified undescended testis	Unspecified
NCI:C7251	skos:narrowMatch	ICD10CM:C62.92	Malignant neoplasm of left testis, unspecified whether descended or undescended	Unspecified
NCI:C7251	skos:narrowMatch	ICD10CM:C62.9	Malignant neoplasm: Testis, unspecified	Unspecified
NCI:C8609	skos:relatedMatch	ICD10CM:C24.9	Malignant neoplasm: Biliary tract, unspecified	Unspecified
NCI:C8609	skos:narrowMatch	ICD10CM:C22	Malignant neoplasm of liver and intrahepatic bile ducts	Unspecified
NCI:C8609	skos:relatedMatch	ICD10CM:C24	Malignant neoplasm of other and unspecified parts of biliary tract	Unspecified
NCI:C9300	skos:relatedMatch	ICD10CM:C95.0	Acute leukaemia of unspecified cell type	Unspecified
NCI:C9300	skos:relatedMatch	ICD10CM:C95.00	Acute leukemia of unspecified cell type not having achieved remission	Unspecified
NCI:C3728	skos:exactMatch	ICD10CM:C22.2	Malignant neoplasm: Hepatoblastoma	Unspecified
NCI:C3770	skos:broadMatch	ICD10CM:C25.4	Malignant neoplasm: Endocrine pancreas	Unspecified
NCI:C3085	skos:relatedMatch	ICD10CM:D18.00	Hemangioma unspecified site	Unspecified
NCI:C9280	skos:exactMatch	ICD10CM:C85.2	Mediastinal (thymic) large B-cell lymphoma	Unspecified
NCI:C9280	skos:relatedMatch	ICD10CM:C85.22	Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes	Unspecified
NCI:C2964	skos:relatedMatch	ICD10CM:D44.4	Neoplasm of uncertain or unknown behaviour: Craniopharyngeal duct	Unspecified
NCI:C7400	skos:relatedMatch	ICD10CM:C91.A0	Mature B-cell leukemia Burkitt-type not having achieved remission	Unspecified
NCI:C9318	skos:narrowMatch	ICD10CM:C04.8	Malignant neoplasm: Overlapping lesion of floor of mouth	Unspecified
NCI:C9318	skos:relatedMatch	ICD10CM:C04.9	Malignant neoplasm: Floor of mouth, unspecified	Unspecified
NCI:C9318	skos:narrowMatch	ICD10CM:C04.0	Malignant neoplasm: Anterior floor of mouth	Unspecified
NCI:C3366	skos:exactMatch	ICD10CM:C84.1	Sezary disease	Unspecified
NCI:C3366	skos:relatedMatch	ICD10CM:C84.10	Sezary disease, unspecified site	Unspecified
NCI:C7463	skos:relatedMatch	ICD10CM:C92.50	Acute myelomonocytic leukemia, not having achieved remission	Unspecified
NCI:C7463	skos:exactMatch	ICD10CM:C92.5	Acute myelomonocytic leukaemia	Unspecified
NCI:C6867	skos:exactMatch	ICD10CM:D46.C	Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality	Unspecified
NCI:C9233	skos:relatedMatch	ICD10CM:C93.30	Juvenile myelomonocytic leukemia, not having achieved remission	Unspecified
NCI:C7506	skos:exactMatch	ICD10CM:D46.2	Refractory anaemia with excess of blasts	Unspecified
NCI:C7506	skos:relatedMatch	ICD10CM:D46.20	Refractory anemia with excess of blasts, unspecified	Unspecified
NCI:C7523	skos:exactMatch	ICD10CM:C17	Malignant neoplasm of small intestine	Unspecified
NCI:C7523	skos:relatedMatch	ICD10CM:C17.9	Malignant neoplasm: Small intestine, unspecified	Unspecified
NCI:C7523	skos:narrowMatch	ICD10CM:C17.2	Malignant neoplasm: Ileum	Unspecified
NCI:C27134	skos:relatedMatch	ICD10CM:C96.9	Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified	Unspecified
NCI:C27134	skos:relatedMatch	ICD10CM:D47	Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue	Unspecified
NCI:C27134	skos:relatedMatch	ICD10CM:C96	Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue	Unspecified
NCI:C9317	skos:narrowMatch	ICD10CM:C03.1	Malignant neoplasm: Lower gum	Unspecified
NCI:C9317	skos:relatedMatch	ICD10CM:C03.9	Malignant neoplasm: Gum, unspecified	Unspecified
NCI:C4890	skos:relatedMatch	ICD10CM:C26.9	Malignant neoplasm: Ill-defined sites within the digestive system	Unspecified
NCI:C4890	skos:relatedMatch	ICD10CM:C21.8	Malignant neoplasm: Overlapping lesion of rectum, anus and anal canal	Unspecified
NCI:C7431	skos:exactMatch	ICD10CM:C56	Malignant neoplasm of ovary	Unspecified
NCI:C7431	skos:narrowMatch	ICD10CM:C56.9	Malignant neoplasm of unspecified ovary	Unspecified
NCI:C7431	skos:narrowMatch	ICD10CM:C56.1	Malignant neoplasm of right ovary	Unspecified
NCI:C7431	skos:narrowMatch	ICD10CM:C56.2	Malignant neoplasm of left ovary	Unspecified
NCI:C9311	skos:relatedMatch	ICD10CM:C53.9	Malignant neoplasm: Cervix uteri, unspecified	Unspecified
NCI:C9311	skos:exactMatch	ICD10CM:C53	Malignant neoplasm of cervix uteri	Unspecified
NCI:C9311	skos:relatedMatch	ICD10CM:C53.8	Malignant neoplasm: Overlapping lesion of cervix uteri	Unspecified
NCI:C37193	skos:relatedMatch	ICD10CM:C84.64	Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb	Unspecified
NCI:C37193	skos:relatedMatch	ICD10CM:C84.68	Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites	Unspecified
NCI:C37193	skos:relatedMatch	ICD10CM:C84.61	Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck	Unspecified
NCI:C37193	skos:relatedMatch	ICD10CM:C84.60	Anaplastic large cell lymphoma, ALK-positive, unspecified site	Unspecified
NCI:C37193	skos:relatedMatch	ICD10CM:C84.69	Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites	Unspecified
NCI:C9338	skos:relatedMatch	ICD10CM:C74.90	Malignant neoplasm of unspecified part of unspecified adrenal gland	Unspecified
NCI:C9338	skos:relatedMatch	ICD10CM:C74.91	Malignant neoplasm of unspecified part of right adrenal gland	Unspecified
NCI:C9338	skos:relatedMatch	ICD10CM:C74.9	Malignant neoplasm: Adrenal gland, unspecified	Unspecified
NCI:C9338	skos:exactMatch	ICD10CM:C74	Malignant neoplasm of adrenal gland	Unspecified
NCI:C9338	skos:relatedMatch	ICD10CM:C74.92	Malignant neoplasm of unspecified part of left adrenal gland	Unspecified
NCI:C3052	skos:narrowMatch	ICD10CM:D49.0	Neoplasm of unspecified behavior of digestive system	Unspecified
NCI:C3052	skos:narrowMatch	ICD10CM:D37.9	Neoplasm of uncertain or unknown behaviour: Digestive organ, unspecified	Unspecified
NCI:C3052	skos:narrowMatch	ICD10CM:D37.8	Neoplasm of uncertain behavior of other specified digestive organs	Unspecified
NCI:C7404	skos:narrowMatch	ICD10CM:C02.4	Malignant neoplasm: Lingual tonsil	Unspecified
NCI:C7404	skos:exactMatch	ICD10CM:C09	Malignant neoplasm of tonsil	Unspecified
NCI:C7404	skos:relatedMatch	ICD10CM:C09.8	Malignant neoplasm: Overlapping lesion of tonsil	Unspecified
NCI:C7404	skos:relatedMatch	ICD10CM:C09.9	Malignant neoplasm: Tonsil, unspecified	Unspecified
NCI:C7484	skos:exactMatch	ICD10CM:C32	Malignant neoplasm of larynx	Unspecified
NCI:C7484	skos:relatedMatch	ICD10CM:C32.9	Malignant neoplasm: Larynx, unspecified	Unspecified
NCI:C7484	skos:narrowMatch	ICD10CM:C32.3	Malignant neoplasm: Laryngeal cartilage	Unspecified
NCI:C7484	skos:relatedMatch	ICD10CM:C32.8	Malignant neoplasm: Overlapping lesion of larynx	Unspecified
NCI:C174129	skos:relatedMatch	ICD10CM:C92.60	Acute myeloid leukemia with 11q23-abnormality not having achieved remission	Unspecified
NCI:C174129	skos:exactMatch	ICD10CM:C92.6	Acute myeloid leukaemia with 11q23-abnormality	Unspecified
NCI:C7190	skos:narrowMatch	ICD10CM:C13.2	Malignant neoplasm: Posterior wall of hypopharynx	Unspecified
NCI:C7190	skos:relatedMatch	ICD10CM:C13.8	Malignant neoplasm: Overlapping lesion of hypopharynx	Unspecified
NCI:C7190	skos:narrowMatch	ICD10CM:C13.1	Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect	Unspecified
NCI:C7190	skos:relatedMatch	ICD10CM:C13.9	Malignant neoplasm: Hypopharynx, unspecified	Unspecified
NCI:C4819	skos:relatedMatch	ICD10CM:C44.92	Squamous cell carcinoma of skin, unspecified	Unspecified
NCI:C4819	skos:narrowMatch	ICD10CM:C44.320	Squamous cell carcinoma of skin of unspecified parts of face	Unspecified
NCI:C4819	skos:narrowMatch	ICD10CM:C44.42	Squamous cell carcinoma of skin of scalp and neck	Unspecified
NCI:C4819	skos:narrowMatch	ICD10CM:C44.82	Squamous cell carcinoma of overlapping sites of skin	Unspecified
NCI:C4819	skos:narrowMatch	ICD10CM:C44.329	Squamous cell carcinoma of skin of other parts of face	Unspecified
NCI:C3641	skos:relatedMatch	ICD10CM:D05.9	Carcinoma in situ of breast, unspecified	Unspecified
NCI:C3641	skos:broadMatch	ICD10CM:D05	Carcinoma in situ of breast	Unspecified
NCI:C3641	skos:relatedMatch	ICD10CM:D05.8	Other specified type of carcinoma in situ of breast	Unspecified
NCI:C72074	skos:relatedMatch	ICD10CM:C7A.00	Malignant carcinoid tumor of unspecified site	Unspecified
NCI:C3234	skos:relatedMatch	ICD10CM:C45.7	Mesothelioma of other sites	Unspecified
NCI:C3234	skos:relatedMatch	ICD10CM:C45.9	Mesothelioma, unspecified	Unspecified
NCI:C3234	skos:exactMatch	ICD10CM:C45	Mesothelioma	Unspecified
NCI:C4665	skos:relatedMatch	ICD10CM:C90	Multiple myeloma and malignant plasma cell neoplasms	Unspecified
NCI:C8559	skos:relatedMatch	ICD10CM:C75.5	Malignant neoplasm: Aortic body and other paraganglia	Unspecified
NCI:C4013	skos:narrowMatch	ICD10CM:C30	Malignant neoplasm of nasal cavity and middle ear	Unspecified
NCI:C4013	skos:relatedMatch	ICD10CM:C76.0	Malignant neoplasm of other and ill-defined sites: Head, face and neck	Unspecified
NCI:C3576	skos:exactMatch	ICD10CM:C76.1	Malignant neoplasm of other and ill-defined sites: Thorax	Unspecified
NCI:C3576	skos:relatedMatch	ICD10CM:C38	Malignant neoplasm of heart, mediastinum and pleura	Unspecified
NCI:C3467	skos:relatedMatch	ICD10CM:C84.A3	Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes	Unspecified
NCI:C7478	skos:relatedMatch	ICD10CM:C15.8	Malignant neoplasm: Overlapping lesion of oesophagus	Unspecified
NCI:C7478	skos:exactMatch	ICD10CM:C15	Malignant neoplasm of oesophagus	Unspecified
NCI:C7478	skos:relatedMatch	ICD10CM:C15.9	Malignant neoplasm: Oesophagus, unspecified	Unspecified
NCI:C4627	skos:relatedMatch	ICD10CM:C72.9	Malignant neoplasm: Central nervous system, unspecified	Unspecified
NCI:C4627	skos:relatedMatch	ICD10CM:C72	Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system	Unspecified
NCI:C3577	skos:relatedMatch	ICD10CM:C78.0	Secondary malignant neoplasm of lung	Unspecified
NCI:C3577	skos:relatedMatch	ICD10CM:C78.02	Secondary malignant neoplasm of left lung	Unspecified
NCI:C3577	skos:relatedMatch	ICD10CM:C78.00	Secondary malignant neoplasm of unspecified lung	Unspecified
NCI:C3577	skos:relatedMatch	ICD10CM:C78.01	Secondary malignant neoplasm of right lung	Unspecified
NCI:C4438	skos:exactMatch	ICD10CM:C22.3	Malignant neoplasm: Angiosarcoma of liver	Unspecified
NCI:C26781	skos:narrowMatch	ICD10CM:K21.0	Gastro-oesophageal reflux disease with oesophagitis	Unspecified
NCI:C3457	skos:relatedMatch	ICD10CM:C85.19	Unspecified B-cell lymphoma, extranodal and solid organ sites	Unspecified
NCI:C3457	skos:relatedMatch	ICD10CM:C85.10	Unspecified B-cell lymphoma, unspecified site	Unspecified
