# creator_id: h2
# curie_map:
#   ICD10CM: 'ICD10CM:'
#   IMDRF: IMDRF
#   NCI: http://purl.obolibrary.org/obo/NCIT_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2022-02-23'
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/mondo-icd10
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	match_type	subject_label	subject_category	predicate_label	predicate_modifier	object_label	object_category	author_id	author_label	reviewer_id	reviewer_label	creator_id	creator_label	license	subject_source	subject_source_version	object_source	object_source_version	mapping_provider	mapping_cardinality	mapping_tool	mapping_tool_version	mapping_date	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	match_term_type	semantic_similarity_score	semantic_similarity_measure	see_also	other	comment
NCI:C172136	oboInOwl:hasDbXref	IMDRF:A26	Unspecified	Insufficient Adverse Event Information Available																																	
NCI:C172139	oboInOwl:hasDbXref	IMDRF:G04114	Unspecified	Shock Absorber Device																																	
NCI:C172138	oboInOwl:hasDbXref	IMDRF:F24	Unspecified	Insufficient Information to Classify Health Impact																																	
NCI:C172135	oboInOwl:hasDbXref	IMDRF:G02004	Unspecified	Electrical Cable																																	
NCI:C172147	oboInOwl:hasDbXref	IMDRF:E0826	Unspecified	Intraocular Pressure Decreased																																	
NCI:C172144	oboInOwl:hasDbXref	IMDRF:G04001	Unspecified	Medical Port Access Device																																	
NCI:C172143	oboInOwl:hasDbXref	IMDRF:G02017	Unspecified	Electrical Port																																	
NCI:C172146	oboInOwl:hasDbXref	IMDRF:G0200701	Unspecified	Computer Processor																																	
NCI:C172145	oboInOwl:hasDbXref	IMDRF:G0301205	Unspecified	Sensor Probe																																	
NCI:C172140	oboInOwl:hasDbXref	IMDRF:G0202502	Unspecified	Patient Electrode																																	
NCI:C172142	oboInOwl:hasDbXref	IMDRF:G04087	Unspecified	Mechanical Mixer																																	
NCI:C172141	oboInOwl:hasDbXref	IMDRF:G02016	Unspecified	Electrical Mixer																																	
NCI:C33209	oboInOwl:hasDbXref	UBERON:0003688	Unspecified	Omentum																																	
NCI:C33282	oboInOwl:hasDbXref	UBERON:0002446	Unspecified	Patella																																	
NCI:C72898	oboInOwl:hasDbXref	IMDRF:E0843	Unspecified	Zonular Dehiscence																																	
NCI:C72891	oboInOwl:hasDbXref	IMDRF:A0411	Unspecified	Material Protrusion																																	
NCI:C72890	oboInOwl:hasDbXref	IMDRF:A0804	Unspecified	Overcorrection																																	
NCI:C72893	oboInOwl:hasDbXref	IMDRF:A090503	Unspecified	Radiation Underexposure																																	
NCI:C72892	oboInOwl:hasDbXref	IMDRF:A090502	Unspecified	Radiation Overexposure																																	
NCI:C72887	oboInOwl:hasDbXref	IMDRF:A1909	Unspecified	Medical Gas Supply Problem																																	
NCI:C113451	oboInOwl:hasDbXref	IMDRF:E2307	Unspecified	Have Increased Appetite																																	
NCI:C92097	oboInOwl:hasDbXref	IMDRF:C0207	Unspecified	Power Source Problem Identified																																	
NCI:C92096	oboInOwl:hasDbXref	IMDRF:C020703	Unspecified	Power Fluctuation																																	
NCI:C92099	oboInOwl:hasDbXref	IMDRF:D0302	Unspecified	Quality Control Deficiency																																	
NCI:C92098	oboInOwl:hasDbXref	IMDRF:C12	Unspecified	Protective System Problem Identified																																	
NCI:C92090	oboInOwl:hasDbXref	IMDRF:C0801	Unspecified	Optical Transmission Problem Identified																																	
NCI:C92093	oboInOwl:hasDbXref	IMDRF:C160501	Unspecified	Packaging Compromised																																	
NCI:C92095	oboInOwl:hasDbXref	IMDRF:C010603	Unspecified	Platelet Activation Problem																																	
NCI:C92094	oboInOwl:hasDbXref	IMDRF:C1605	Unspecified	Packaging Problem Identified																																	
NCI:C92085	oboInOwl:hasDbXref	IMDRF:C100205	Unspecified	Non-Functional Defect																																	
NCI:C92088	oboInOwl:hasDbXref	IMDRF:C13	Unspecified	Operational Problem Identified																																	
NCI:C92087	oboInOwl:hasDbXref	IMDRF:C0205	Unspecified	Open Circuit																																	
NCI:C92089	oboInOwl:hasDbXref	IMDRF:C08	Unspecified	Optical Problem Identified																																	
NCI:C92080	oboInOwl:hasDbXref	IMDRF:C070604	Unspecified	Mechanical Shock Problem																																	
NCI:C92082	oboInOwl:hasDbXref	IMDRF:C010502	Unspecified	Mutagenic Problem																																	
NCI:C92081	oboInOwl:hasDbXref	IMDRF:C010202	Unspecified	Microbial Contamination																																	
NCI:C92084	oboInOwl:hasDbXref	IMDRF:C20	Unspecified	No Findings Available																																	
NCI:C92083	oboInOwl:hasDbXref	IMDRF:C19	Unspecified	No Device Problem Found																																	
NCI:C92075	oboInOwl:hasDbXref	IMDRF:C17	Unspecified	Maintenance Problem Identified																																	
NCI:C92074	oboInOwl:hasDbXref	IMDRF:C0903	Unspecified	Magnetically Induced																																	
NCI:C92077	oboInOwl:hasDbXref	IMDRF:C0103	Unspecified	Material or Material Leachate Pyrogenic Problem																																	
NCI:C92076	oboInOwl:hasDbXref	IMDRF:C16	Unspecified	Manufacturing Process Problem Identified																																	
NCI:C92079	oboInOwl:hasDbXref	IMDRF:C07	Unspecified	Mechanical Problem Identified																																	
NCI:C92078	oboInOwl:hasDbXref	IMDRF:C06	Unspecified	Material and/or Chemistry Problem Identified																																	
NCI:C33788	oboInOwl:hasDbXref	UBERON:0001466	Unspecified	Toe																																	
NCI:C172051	oboInOwl:hasDbXref	IMDRF:E1416	Unspecified	Vesicovaginal Fistula																																	
NCI:C172050	oboInOwl:hasDbXref	IMDRF:E0206	Unspecified	Unspecified Mental, Emotional or Behavioral Problem																																	
NCI:C172038	oboInOwl:hasDbXref	IMDRF:F1205	Unspecified	Temporary Impairment																																	
NCI:C172037	oboInOwl:hasDbXref	IMDRF:E0135	Unspecified	Taste Disorder																																	
NCI:C172039	oboInOwl:hasDbXref	IMDRF:A040612	Unspecified	Thickening of Device Material																																	
NCI:C172034	oboInOwl:hasDbXref	IMDRF:E161401	Unspecified	Subluxation																																	
NCI:C172033	oboInOwl:hasDbXref	IMDRF:G04065	Unspecified	Sewing Ring Device																																	
NCI:C172036	oboInOwl:hasDbXref	IMDRF:E0134	Unspecified	Tactile Disorder																																	
NCI:C172030	oboInOwl:hasDbXref	IMDRF:E102802	Unspecified	Salivary Hypersecretion																																	
NCI:C172032	oboInOwl:hasDbXref	IMDRF:F20	Unspecified	Serious Public Health Threat																																	
NCI:C172031	oboInOwl:hasDbXref	IMDRF:F12	Unspecified	Serious Injury/Illness/Impairment																																	
NCI:C172049	oboInOwl:hasDbXref	IMDRF:E0844	Unspecified	Unspecified Eye/Vision Problem																																	
NCI:C172048	oboInOwl:hasDbXref	IMDRF:F23	Unspecified	Unexpected Medical Intervention Required																																	
NCI:C172045	oboInOwl:hasDbXref	IMDRF:F22	Unspecified	Unexpected Diagnostic Intervention Required																																	
NCI:C172044	oboInOwl:hasDbXref	IMDRF:F21	Unspecified	Unexpected Deterioration																																	
NCI:C172047	oboInOwl:hasDbXref	IMDRF:F2204	Unspecified	Unexpected IVD Testing Required																																	
NCI:C172046	oboInOwl:hasDbXref	IMDRF:F2203	Unspecified	Unexpected Imaging Required																																	
NCI:C172041	oboInOwl:hasDbXref	IMDRF:E1706	Unspecified	Tumor Cell Seeding																																	
NCI:C172040	oboInOwl:hasDbXref	IMDRF:E0835	Unspecified	Toxic Anterior Segment Syndrome																																	
NCI:C172043	oboInOwl:hasDbXref	IMDRF:A0805	Unspecified	Undercorrection																																	
NCI:C172042	oboInOwl:hasDbXref	IMDRF:F25	Unspecified	Unanticipated Adverse Device Effect																																	
NCI:C172090	oboInOwl:hasDbXref	IMDRF:F1002	Unspecified	Incompatible Blood Transfusion																																	
NCI:C172078	oboInOwl:hasDbXref	IMDRF:E2402	Unspecified	Appropriate Clinical Signs, Symptoms, Conditions Term/Code Not Available																																	
NCI:C172077	oboInOwl:hasDbXref	IMDRF:E2118	Unspecified	Unintended Extubation																																	
NCI:C172079	oboInOwl:hasDbXref	IMDRF:A030208	Unspecified	Unexpected Product Color																																	
NCI:C172076	oboInOwl:hasDbXref	IMDRF:E190101	Unspecified	Drug Resistant Bacterial Infection																																	
NCI:C172085	oboInOwl:hasDbXref	IMDRF:A1804	Unspecified	Device Contaminated at the User Facility																																	
NCI:C172084	oboInOwl:hasDbXref	IMDRF:A150105	Unspecified	Key or Button Unresponsive/not Working																																	
NCI:C172081	oboInOwl:hasDbXref	IMDRF:A140101	Unspecified	Failure to Deflate Problem																																	
NCI:C172080	oboInOwl:hasDbXref	IMDRF:A090813	Unspecified	Erratic Results																																	
NCI:C172083	oboInOwl:hasDbXref	IMDRF:A1415	Unspecified	Air/Gas in Device																																	
NCI:C172082	oboInOwl:hasDbXref	IMDRF:A140102	Unspecified	Unintended Deflation																																	
NCI:C92028	oboInOwl:hasDbXref	IMDRF:C1601	Unspecified	Assembly Problem Identified																																	
NCI:C92029	oboInOwl:hasDbXref	IMDRF:C0101	Unspecified	Biocompatibility Problem Identified																																	
NCI:C92026	oboInOwl:hasDbXref	IMDRF:C010601	Unspecified	Device Agglutination Problem																																	
NCI:C172016	oboInOwl:hasDbXref	IMDRF:E151202	Unspecified	Partial Neonatal Hearing Loss																																	
NCI:C172015	oboInOwl:hasDbXref	IMDRF:G07001	Unspecified	Part/Component/Sub-assembly Term not Applicable																																	
NCI:C172018	oboInOwl:hasDbXref	IMDRF:F1204	Unspecified	Permanent Impairment																																	
NCI:C92071	oboInOwl:hasDbXref	IMDRF:C05	Unspecified	Labeling and Instructions for Use/Maintenance																																	
NCI:C172012	oboInOwl:hasDbXref	IMDRF:G0405207	Unspecified	Nail Device																																	
NCI:C92070	oboInOwl:hasDbXref	IMDRF:C04	Unspecified	Interoperability Problem Identified																																	
NCI:C172011	oboInOwl:hasDbXref	IMDRF:E0616	Unspecified	Myocardial Hypertrophy																																	
NCI:C92073	oboInOwl:hasDbXref	IMDRF:C0704	Unspecified	Lubrication Problem Identified																																	
NCI:C172014	oboInOwl:hasDbXref	IMDRF:F1001	Unspecified	No Treatment due to Device Malfunction																																	
NCI:C92072	oboInOwl:hasDbXref	IMDRF:C020702	Unspecified	Loss of Power Identified																																	
NCI:C172013	oboInOwl:hasDbXref	IMDRF:G0600601	Unspecified	Needle Stick Prevention Mechanism																																	
NCI:C172010	oboInOwl:hasDbXref	IMDRF:F1907	Unspecified	More Complex Surgery																																	
NCI:C92064	oboInOwl:hasDbXref	IMDRF:C060201	Unspecified	Device Improper Composition/Concentration																																	
NCI:C92063	oboInOwl:hasDbXref	IMDRF:C0203	Unspecified	Impedance Problem Identified																																	
NCI:C92066	oboInOwl:hasDbXref	IMDRF:C0402	Unspecified	Incompatible Component/Accessory																																	
NCI:C92065	oboInOwl:hasDbXref	IMDRF:C0602	Unspecified	Inappropriate Device Material																																	
NCI:C92068	oboInOwl:hasDbXref	IMDRF:C0204	Unspecified	Insulation Problem Identified																																	
NCI:C172009	oboInOwl:hasDbXref	IMDRF:F1906	Unspecified	Modified Surgical Procedure																																	
NCI:C172008	oboInOwl:hasDbXref	IMDRF:F11	Unspecified	Minor Injury/ Illness/Impairment																																	
NCI:C92067	oboInOwl:hasDbXref	IMDRF:C1603	Unspecified	Installation Problem Identified																																	
NCI:C92069	oboInOwl:hasDbXref	IMDRF:C100204	Unspecified	Interface Design Error																																	
NCI:C172027	oboInOwl:hasDbXref	IMDRF:F16	Unspecified	Reduction in Life Expectancy																																	
NCI:C172026	oboInOwl:hasDbXref	IMDRF:E1412	Unspecified	Rectovaginal Fistula																																	
NCI:C172029	oboInOwl:hasDbXref	IMDRF:E233701	Unspecified	Restenosis																																	
NCI:C172028	oboInOwl:hasDbXref	IMDRF:E1417	Unspecified	Reproductive System or Breast Problem																																	
NCI:C92060	oboInOwl:hasDbXref	IMDRF:C0106	Unspecified	Device Hematologic Problem Identified																																	
NCI:C172023	oboInOwl:hasDbXref	IMDRF:F14	Unspecified	Prolonged Episode of Care																																	
NCI:C172022	oboInOwl:hasDbXref	IMDRF:E1514	Unspecified	Pregnancy with a Contraceptive Device																																	
NCI:C92062	oboInOwl:hasDbXref	IMDRF:C0902	Unspecified	Image Artifact																																	
NCI:C172025	oboInOwl:hasDbXref	IMDRF:F15	Unspecified	Recognized Device or Procedural Complication																																	
NCI:C172024	oboInOwl:hasDbXref	IMDRF:E2335	Unspecified	Reaction to Medicinal Component of Device																																	
NCI:C92061	oboInOwl:hasDbXref	IMDRF:C1506	Unspecified	Environmental Humidity Problem Identified																																	
NCI:C172021	oboInOwl:hasDbXref	IMDRF:G01007	Unspecified	Polymer Bone Powder																																	
NCI:C92053	oboInOwl:hasDbXref	IMDRF:C070602	Unspecified	Device Fatigue Problem																																	
NCI:C92052	oboInOwl:hasDbXref	IMDRF:C1302	Unspecified	Failure to Calibrate Identified																																	
NCI:C92055	oboInOwl:hasDbXref	IMDRF:C070603	Unspecified	Device Fracture Problem																																	
NCI:C92054	oboInOwl:hasDbXref	IMDRF:C0102	Unspecified	Biological Contamination																																	
NCI:C92057	oboInOwl:hasDbXref	IMDRF:C0105	Unspecified	Device Genotoxicity Problem Identified																																	
NCI:C172019	oboInOwl:hasDbXref	IMDRF:E2332	Unspecified	Physical Asymmetry																																	
NCI:C92056	oboInOwl:hasDbXref	IMDRF:C0702	Unspecified	Device Friction Problem Identified																																	
NCI:C92059	oboInOwl:hasDbXref	IMDRF:C0202	Unspecified	Hardware Timing Problem Identified																																	
NCI:C92058	oboInOwl:hasDbXref	IMDRF:C0901	Unspecified	Gradient Induced Field Problem																																	
NCI:C92051	oboInOwl:hasDbXref	IMDRF:C15	Unspecified	Environment Problem Identified																																	
NCI:C92050	oboInOwl:hasDbXref	IMDRF:C020701	Unspecified	Energy Storage System Problem																																	
NCI:C92049	oboInOwl:hasDbXref	IMDRF:C010201	Unspecified	Endotoxin Contamination																																	
NCI:C92042	oboInOwl:hasDbXref	IMDRF:C1002	Unspecified	Design Error																																	
NCI:C92041	oboInOwl:hasDbXref	IMDRF:C0601	Unspecified	Degradation Problem Identified																																	
NCI:C92044	oboInOwl:hasDbXref	IMDRF:C0206	Unspecified	Current Leakage Problem																																	
NCI:C92043	oboInOwl:hasDbXref	IMDRF:C1502	Unspecified	Dust or Dirt Problem Identified																																	
NCI:C92046	oboInOwl:hasDbXref	IMDRF:C03	Unspecified	Electromagnetic Compatibility Problem Identified																																	
NCI:C92045	oboInOwl:hasDbXref	IMDRF:C02	Unspecified	Electrical Problem Identified																																	
NCI:C92048	oboInOwl:hasDbXref	IMDRF:D1105	Unspecified	End of Life Problem Identified																																	
NCI:C92047	oboInOwl:hasDbXref	IMDRF:C0302	Unspecified	Electrostatic Discharge Problem																																	
NCI:C172005	oboInOwl:hasDbXref	IMDRF:G0300702	Unspecified	Manometer Device																																	
NCI:C172007	oboInOwl:hasDbXref	IMDRF:E1618	Unspecified	Metallosis																																	
NCI:C172001	oboInOwl:hasDbXref	IMDRF:F1203	Unspecified	Life Threatening Illness or Injury																																	
NCI:C172000	oboInOwl:hasDbXref	IMDRF:E1615	Unspecified	Joint Laxity																																	
NCI:C92040	oboInOwl:hasDbXref	IMDRF:C070601	Unspecified	Deformation Problem																																	
NCI:C172003	oboInOwl:hasDbXref	IMDRF:E160302	Unspecified	Limb Fracture																																	
NCI:C172002	oboInOwl:hasDbXref	IMDRF:G05007	Unspecified	Light Source																																	
NCI:C92039	oboInOwl:hasDbXref	IMDRF:C100201	Unspecified	Data Compression Error																																	
NCI:C92038	oboInOwl:hasDbXref	IMDRF:C1001	Unspecified	Configuration Issue																																	
NCI:C92031	oboInOwl:hasDbXref	IMDRF:C010501	Unspecified	Device Carcinogenic Problem																																	
NCI:C92030	oboInOwl:hasDbXref	IMDRF:C01	Unspecified	Biological Problem Identified																																	
NCI:C92035	oboInOwl:hasDbXref	IMDRF:C010602	Unspecified	Complement Activation Problem																																	
NCI:C92034	oboInOwl:hasDbXref	IMDRF:C0401	Unspecified	Communications Problem Identified																																	
NCI:C92037	oboInOwl:hasDbXref	IMDRF:C0301	Unspecified	Conducted Interference																																	
NCI:C92036	oboInOwl:hasDbXref	IMDRF:C0701	Unspecified	Device Migration Problem Identified																																	
NCI:C33854	oboInOwl:hasDbXref	IMDRF:E05	Unspecified	Vascular System																																	
NCI:C5041	oboInOwl:hasDbXref	IMDRF:E0131	Unspecified	Speech Disorder																																	
NCI:C92104	oboInOwl:hasDbXref	IMDRF:C0108	Unspecified	Reproductive Toxicity Problem Identified																																	
NCI:C92107	oboInOwl:hasDbXref	IMDRF:C1801	Unspecified	Transport Problem Identified																																	
NCI:C92106	oboInOwl:hasDbXref	IMDRF:D1104	Unspecified	Shelf Life/Expiration Date Exceeded																																	
NCI:C92109	oboInOwl:hasDbXref	IMDRF:C0209	Unspecified	Signal Loss																																	
NCI:C92108	oboInOwl:hasDbXref	IMDRF:C0208	Unspecified	Short Circuit																																	
NCI:C92101	oboInOwl:hasDbXref	IMDRF:C0305	Unspecified	Radiofrequency Interference Identified																																	
NCI:C92100	oboInOwl:hasDbXref	IMDRF:C0904	Unspecified	Radiofrequency Induced Overheating																																	
NCI:C92103	oboInOwl:hasDbXref	IMDRF:C0605	Unspecified	Reactivity Problem Identified																																	
NCI:C92102	oboInOwl:hasDbXref	IMDRF:C09	Unspecified	Clinical Imaging Problem Identified																																	
NCI:C92141	oboInOwl:hasDbXref	IMDRF:C100203	Unspecified	Incorrect Data Definition																																	
NCI:C92143	oboInOwl:hasDbXref	IMDRF:C21	Unspecified	Results Pending Completion of Investigation																																	
NCI:C92142	oboInOwl:hasDbXref	IMDRF:C100202	Unspecified	Incorrect Algorithm																																	
NCI:C92137	oboInOwl:hasDbXref	IMDRF:C0501	Unspecified	Inadequate Labeling and/or Instructions for Use																																	
NCI:C92139	oboInOwl:hasDbXref	IMDRF:C0604	Unspecified	Incompatible Material																																	
NCI:C92130	oboInOwl:hasDbXref	IMDRF:C070606	Unspecified	Wear Problem																																	
NCI:C92132	oboInOwl:hasDbXref	IMDRF:C040102	Unspecified	Wireless Communication Problem Identified																																	
NCI:C92131	oboInOwl:hasDbXref	IMDRF:C040101	Unspecified	Wired Communication Problem																																	
NCI:C92134	oboInOwl:hasDbXref	IMDRF:C1501	Unspecified	Environmental Temperature Problem Identified																																	
NCI:C92133	oboInOwl:hasDbXref	IMDRF:C060202	Unspecified	Improper Physical Structure																																	
NCI:C92136	oboInOwl:hasDbXref	IMDRF:C0502	Unspecified	Incorrect Labeling and/or Instructions for Use																																	
NCI:C92135	oboInOwl:hasDbXref	IMDRF:C0303	Unspecified	Inadequate Device Immunity																																	
NCI:C92129	oboInOwl:hasDbXref	IMDRF:C070605	Unspecified	Vibration Problem																																	
NCI:C92121	oboInOwl:hasDbXref	IMDRF:C060203	Unspecified	Molecular Structure Problem																																	
NCI:C92120	oboInOwl:hasDbXref	IMDRF:C0706	Unspecified	Stress Problem Identified																																	
NCI:C92123	oboInOwl:hasDbXref	IMDRF:C010604	Unspecified	Problem due to Thrombosis Activation																																	
NCI:C92122	oboInOwl:hasDbXref	IMDRF:C11	Unspecified	Thermal Problem																																	
NCI:C92124	oboInOwl:hasDbXref	IMDRF:C0606	Unspecified	Tolerance Stack-Up																																	
NCI:C92116	oboInOwl:hasDbXref	IMDRF:C1007	Unspecified	Software Security Vulnerability																																	
NCI:C92115	oboInOwl:hasDbXref	IMDRF:C1006	Unspecified	Software Runtime Error																																	
NCI:C92118	oboInOwl:hasDbXref	IMDRF:C0705	Unspecified	Stiffness Problem Identified																																	
NCI:C92117	oboInOwl:hasDbXref	IMDRF:C100206	Unspecified	Software Timing Problem																																	
NCI:C92119	oboInOwl:hasDbXref	IMDRF:C1802	Unspecified	Storage Problem Identified																																	
NCI:C92111	oboInOwl:hasDbXref	IMDRF:C1004	Unspecified	Software Installation Problem Identified																																	
NCI:C92114	oboInOwl:hasDbXref	IMDRF:C1005	Unspecified	Software Requirement Error																																	
NCI:C92113	oboInOwl:hasDbXref	IMDRF:C10	Unspecified	Software Problem Identified																																	
NCI:C91397	oboInOwl:hasDbXref	IMDRF:A1107	Unspecified	Data Problem																																	
NCI:C91396	oboInOwl:hasDbXref	IMDRF:A110203	Unspecified	Medication Error due to Application Program Problem																																	
NCI:C91398	oboInOwl:hasDbXref	IMDRF:A110702	Unspecified	Patient Data Problem																																	
NCI:C32884	oboInOwl:hasDbXref	UBERON:0001274	Unspecified	Ischium																																	
NCI:C32898	oboInOwl:hasDbXref	UBERON:0001465	Unspecified	Knee Joint																																	
NCI:C32974	oboInOwl:hasDbXref	UBERON:0000978	Unspecified	Leg																																	
NCI:C101250	oboInOwl:hasDbXref	IMDRF:E0128	Unspecified	Peripheral Nerve Injury																																	
NCI:C32906	oboInOwl:hasDbXref	UBERON:0001680	Unspecified	Lacrimal Bone																																	
NCI:C27298	oboInOwl:hasDbXref	IMDRF:E2334	Unspecified	Ptosis																																	
NCI:C91896	oboInOwl:hasDbXref	IMDRF:B01	Unspecified	Testing of Actual/Suspected Device																																	
NCI:C91895	oboInOwl:hasDbXref	IMDRF:D1102	Unspecified	Unintended Use Error Caused or Contributed to Event																																	
NCI:C91892	oboInOwl:hasDbXref	IMDRF:D1103	Unspecified	Cause Traced to Intentional Off-Label, Unapproved, or Contraindicated Use																																	
NCI:C91894	oboInOwl:hasDbXref	IMDRF:D14	Unspecified	No Problem Detected																																	
NCI:C91893	oboInOwl:hasDbXref	IMDRF:D1106	Unspecified	Reuse of Single Use Device																																	
NCI:C91885	oboInOwl:hasDbXref	IMDRF:D03	Unspecified	Cause Traced to Manufacturing																																	
NCI:C91889	oboInOwl:hasDbXref	IMDRF:D08	Unspecified	Cause Traced to Training																																	
NCI:C91881	oboInOwl:hasDbXref	IMDRF:D0301	Unspecified	Manufacturing Deficiency																																	
NCI:C91880	oboInOwl:hasDbXref	IMDRF:D07	Unspecified	Cause Traced to Maintenance																																	
NCI:C91874	oboInOwl:hasDbXref	IMDRF:D11	Unspecified	Cause Traced to User																																	
NCI:C91873	oboInOwl:hasDbXref	IMDRF:D1101	Unspecified	Failure to Follow Instructions																																	
NCI:C91878	oboInOwl:hasDbXref	IMDRF:D12	Unspecified	Known Inherent Risk of Device																																	
NCI:C91877	oboInOwl:hasDbXref	IMDRF:D05	Unspecified	Cause Traced to Infrastructure																																	
NCI:C91879	oboInOwl:hasDbXref	IMDRF:D09	Unspecified	Cause Traced to Labeling																																	
NCI:C91870	oboInOwl:hasDbXref	IMDRF:C1303	Unspecified	Device Difficult to Operate																																	
NCI:C91872	oboInOwl:hasDbXref	IMDRF:D1001	Unspecified	Adverse Event Related to Patient Condition																																	
NCI:C91869	oboInOwl:hasDbXref	IMDRF:D01	Unspecified	Cause Traced to Device Design																																	
NCI:C91868	oboInOwl:hasDbXref	IMDRF:D16	Unspecified	Conclusion not Yet Available																																	
NCI:C91933	oboInOwl:hasDbXref	IMDRF:B02	Unspecified	Device from Same Lot Evaluated Evaluation Method																																	
NCI:C52352	oboInOwl:hasDbXref	IMDRF:E051101	Unspecified	Great Vessel Perforation																																	
NCI:C91978	oboInOwl:hasDbXref	IMDRF:B14	Unspecified	Analysis of Production Records																																	
NCI:C52354	oboInOwl:hasDbXref	IMDRF:F100401	Unspecified	Radiation Underdose																																	
NCI:C27009	oboInOwl:hasDbXref	IMDRF:E1622	Unspecified	Myalgia																																	
NCI:C27083	oboInOwl:hasDbXref	IMDRF:E0514	Unspecified	Blood Clot																																	
NCI:C27088	oboInOwl:hasDbXref	IMDRF:E1103	Unspecified	Hyperbilirubinemia																																	
NCI:C27123	oboInOwl:hasDbXref	IMDRF:E083901	Unspecified	Blurred Vision																																	
NCI:C13063	oboInOwl:hasDbXref	UBERON:0000974	Unspecified	Neck																																	
NCI:C13071	oboInOwl:hasDbXref	UBERON:0001456	Unspecified	Face																																	
NCI:C27643	oboInOwl:hasDbXref	IMDRF:E090301	Unspecified	Partial Hearing Loss																																	
NCI:C52799	oboInOwl:hasDbXref	UBERON:0002395	Unspecified	Talus																																	
NCI:C27577	oboInOwl:hasDbXref	IMDRF:E1628	Unspecified	Osteomyelitis																																	
NCI:C27560	oboInOwl:hasDbXref	IMDRF:E1516	Unspecified	Respiratory Distress Syndrome																																	
NCI:C86571	oboInOwl:hasDbXref	IMDRF:E1019	Unspecified	Melena																																	
NCI:C86570	oboInOwl:hasDbXref	IMDRF:G04086	Unspecified	Mask																																	
NCI:C13300	oboInOwl:hasDbXref	UBERON:0012168	Unspecified	Umbilical Cord Blood																																	
NCI:C27996	oboInOwl:hasDbXref	IMDRF:E061202	Unspecified	Myocardial Infarction																																	
NCI:C12718	oboInOwl:hasDbXref	UBERON:0001446	Unspecified	Fibula																																	
NCI:C12717	oboInOwl:hasDbXref	UBERON:0000981	Unspecified	Femur																																	
NCI:C12711	oboInOwl:hasDbXref	UBERON:0001679	Unspecified	Ethmoid Bone																																	
NCI:C12727	oboInOwl:hasDbXref	IMDRF:E06	Unspecified	Heart																																	
NCI:C12731	oboInOwl:hasDbXref	UBERON:0000976	Unspecified	Humerus																																	
NCI:C12735	oboInOwl:hasDbXref	IMDRF:E04	Unspecified	Immune System																																	
NCI:C12745	oboInOwl:hasDbXref	UBERON:0000029	Unspecified	Lymph Node																																	
NCI:C12744	oboInOwl:hasDbXref	UBERON:0002414	Unspecified	Lumbar Vertebra																																	
NCI:C12748	oboInOwl:hasDbXref	UBERON:0003728	Unspecified	Mediastinum																																	
NCI:C12752	oboInOwl:hasDbXref	UBERON:6004648	Unspecified	Metatarsal Bone																																	
NCI:C12751	oboInOwl:hasDbXref	UBERON:0010544	Unspecified	Metacarpal Bone																																	
NCI:C12664	oboInOwl:hasDbXref	UBERON:0003684	Unspecified	Abdomen																																	
NCI:C12674	oboInOwl:hasDbXref	UBERON:0009472	Unspecified	Axilla																																	
NCI:C12678	oboInOwl:hasDbXref	IMDRF:E11	Unspecified	Biliary Tract																																	
NCI:C12688	oboInOwl:hasDbXref	UBERON:0001435	Unspecified	Carpal Bone																																	
NCI:C12693	oboInOwl:hasDbXref	UBERON:0002413	Unspecified	Cervical Vertebra																																	
NCI:C12692	oboInOwl:hasDbXref	UBERON:0001359	Unspecified	Cerebrospinal Fluid																																	
NCI:C12695	oboInOwl:hasDbXref	UBERON:0001105	Unspecified	Clavicle																																	
NCI:C12696	oboInOwl:hasDbXref	UBERON:0001350	Unspecified	Coccyx																																	
NCI:C26920	oboInOwl:hasDbXref	IMDRF:E0115	Unspecified	Encephalopathy																																	
NCI:C26917	oboInOwl:hasDbXref	IMDRF:E102801	Unspecified	Xerostomia																																	
NCI:C26922	oboInOwl:hasDbXref	IMDRF:E1105	Unspecified	Liver Failure																																	
NCI:C26925	oboInOwl:hasDbXref	IMDRF:E1630	Unspecified	Polymyositis																																	
NCI:C12311	oboInOwl:hasDbXref	UBERON:0000002	Unspecified	Cervix Uteri																																	
NCI:C26944	oboInOwl:hasDbXref	IMDRF:E1027	Unspecified	Retroperitoneal Hemorrhage																																	
NCI:C12347	oboInOwl:hasDbXref	UBERON:0001697	Unspecified	Orbit																																	
NCI:C12366	oboInOwl:hasDbXref	UBERON:0002481	Unspecified	Bone																																	
NCI:C12366	oboInOwl:hasDbXref	UBERON:0001474	Unspecified	Bone																																	
NCI:C26999	oboInOwl:hasDbXref	IMDRF:E050101	Unspecified	Ruptured Aneurysm																																	
NCI:C12378	oboInOwl:hasDbXref	IMDRF:E10	Unspecified	Digestive System																																	
