# curie_map:
#   HP: http://purl.obolibrary.org/obo/HP_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2024-11-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hp_lexical.sssom.tsv
# object_source: http://purl.obolibrary.org/obo/hp.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
# mapping_provider: https://monarchinitiative.org/
subject_id	subject_label	object_id	object_label	mapping_justification	predicate_id	comment
MONDO:0002545	spinal cord disorder	HP:0002143	Abnormal spinal cord morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002545	spinal cord disorder	HP:0002196	Myelopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002546	schwannoma	HP:0009588	Vestibular schwannoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002546	schwannoma	HP:0100008	Schwannoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002546	schwannoma	HP:0100011	Scleral schwannoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002565	myelitis	HP:0012486	Myelitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002567	tracheal disorder	HP:0002778	Abnormal tracheal morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002568	tracheal stenosis	HP:0002777	Tracheal stenosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002571	primary central nervous system lymphoma	HP:0030069	Primary central nervous system lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002572	aspiration pneumonitis	HP:0011951	Aspiration pneumonia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002598	germinoma	HP:0100620	Germinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002601	teratoma	HP:0009792	Teratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002601	teratoma	HP:0011674	Cardiac teratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002601	teratoma	HP:0012226	Ovarian teratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002601	teratoma	HP:0030755	Craniofacial teratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002601	teratoma	HP:0100616	Testicular teratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002602	central nervous system disorder	HP:0002011	Morphological central nervous system abnormality	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002603	angiomyolipoma	HP:0006772	Renal angiomyolipoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002605	hepatic angiomyolipoma	HP:0034832	Liver angiomyolipoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002610	purpura	HP:0000979	Purpura	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002613	histrionic personality disorder	HP:0012077	Histrionic personality disorder	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002615	xanthomatosis	HP:0000991	Xanthomatosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002623	pediatric osteosarcoma	HP:0002669	Osteosarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002635	periodontal disorder	HP:0000704	Periodontitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002637	histiocytosis	HP:0100727	Histiocytosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002647	laryngitis	HP:0033000	Subglottic laryngitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002660	blepharochalasis	HP:0010749	Blepharochalasis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002675	neurofibrosarcoma	HP:0100697	Neurofibrosarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002676	adult fibrosarcoma	HP:0100244	Fibrosarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002678	pediatric fibrosarcoma	HP:0100244	Fibrosarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002679	cerebral infarction	HP:0002637	Cerebral ischemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002679	cerebral infarction	HP:0025722	Cerebral infarct	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002691	liver cancer	HP:0002896	Neoplasm of the liver	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002696	Sertoli cell tumor	HP:0100619	Sertoli cell neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002697	ovarian gonadoblastoma	HP:0000149	Ovarian gonadoblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002697	ovarian gonadoblastoma	HP:0000150	Gonadoblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002698	testicular gonadoblastoma	HP:0000030	Testicular gonadoblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002706	cervix endometriosis	HP:0012889	Cervical endometriosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002708	retinitis	HP:0032118	Retinitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002714	central nervous system cancer	HP:0100836	Malignant neoplasm of the central nervous system	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002715	uterine cancer	HP:0010784	Uterine neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002728	rhabdoid tumor	HP:0034557	Rhabdoid tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002729	rhabdoid tumor of the kidney	HP:0034402	Rhabdoid tumor of the kidney	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002735	anal canal adenocarcinoma	HP:0030439	Anal canal adenocarcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002768	true hermaphroditism	HP:0010459	True hermaphroditism	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002768	true hermaphroditism	HP:0012861	Ovotestis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002771	pulmonary fibrosis	HP:0002206	Pulmonary fibrosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002776	external ear disorder	HP:0040297	Preauricular cyst	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002782	cranial nerve palsy	HP:0006824	Cranial nerve paralysis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002794	adult medulloblastoma	HP:0002885	Medulloblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002797	childhood medulloblastoma	HP:0002885	Medulloblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002800	thrombophlebitis	HP:0004418	Thrombophlebitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002803	intestinal pseudo-obstruction	HP:0004389	Intestinal pseudo-obstruction	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002807	bronchial neoplasm	HP:0030077	Bronchial neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002814	adrenal carcinoma	HP:0006744	Adrenocortical carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002829	bartholin gland carcinoma	HP:0030419	Bartholin gland carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002840	eosinophilic gastritis	HP:0410147	Eosinophilic infiltration in the stomach mucosa	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002869	heart valve disorder	HP:0001654	Abnormal heart valve morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002870	tricuspid valve insufficiency	HP:0005180	Tricuspid regurgitation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002872	trophoblastic neoplasm	HP:0031502	Trophoblastic tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002884	nail disorder	HP:0001597	Abnormality of the nail	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002898	skin cancer	HP:0008069	Neoplasm of the skin	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002904	echolalia	HP:0010529	Echolalia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002905	mutism	HP:0002300	Mutism	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002907	intracranial thrombosis	HP:0005305	Cerebral venous thrombosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002909	hyperglycemia	HP:0003074	Hyperglycemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002911	brain stem glioma	HP:0010796	Brainstem glioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002922	pyoderma	HP:0000999	Pyoderma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002930	kidney sarcoma	HP:0008663	Renal sarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002933	osteosclerosis	HP:0011001	Increased bone mineral density	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002940	anal margin basal cell carcinoma	HP:0030443	Anal margin basal cell carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002974	cervical cancer	HP:0030079	Cervix cancer	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0002974	cervical cancer	HP:0032241	Cervical neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003001	seminoma	HP:0100617	Testicular seminoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003002	dysgerminoma	HP:0100621	Dysgerminoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003004	macular degeneration	HP:0000608	Macular degeneration	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003005	macular retinal edema	HP:0040049	Macular edema	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003009	hyperaldosteronism	HP:0000859	Hyperaldosteronism	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003009	hyperaldosteronism	HP:0011736	Primary hyperaldosteronism	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003014	rhinitis	HP:0012384	Rhinitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003014	rhinitis	HP:0031417	Rhinorrhea	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003019	potassium deficiency disease	HP:0002900	Hypokalemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003022	pediatric angiosarcoma	HP:0200058	Angiosarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003037	hypotrichosis	HP:0008070	Sparse hair	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003038	dysgraphia	HP:0010526	Dysgraphia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003039	nominal aphasia	HP:0030784	Anomic aphasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003040	retrograde amnesia	HP:0033690	Retrograde memory impairment	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003046	anus neoplasm	HP:0032186	Anal neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003050	lung large cell carcinoma	HP:0030360	Large cell lung carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003057	pediatric meningioma	HP:0002858	Meningioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003059	bile duct cancer	HP:0030153	Cholangiocarcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003061	benign muscle neoplasm	HP:0031460	Benign muscle neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003083	venous hemangioma	HP:0012721	Venous malformation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003085	keratitis	HP:0000491	Keratitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003115	subglottic hemangioma	HP:0410264	Subglottic hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003143	angiokeratoma	HP:0001014	Angiokeratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003144	medulloepithelioma	HP:0030071	Medulloepithelioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003155	cavernous hemangioma	HP:0001048	Cavernous hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003155	cavernous hemangioma	HP:0007486	Cavernous hemangioma of the face	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003155	cavernous hemangioma	HP:0007872	Choroidal hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003172	glomeruloid hemangioma	HP:0031357	Glomeruloid hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003198	small intestine adenocarcinoma	HP:0040274	Adenocarcinoma of the small intestine	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003225	bone marrow disorder	HP:0005561	Abnormal bone marrow cell morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003227	prosopagnosia	HP:0010528	Prosopagnosia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003233	essential tremor	HP:0030186	Kinetic tremor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003235	optic nerve glioma	HP:0009734	Optic nerve glioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003240	thyroid gland disorder	HP:0000820	Abnormality of the thyroid gland	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003249	pineal gland cancer	HP:0010799	Pinealoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003249	pineal gland cancer	HP:0030693	Supratentorial neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003249	pineal gland cancer	HP:0030694	Pineal parenchymal cell neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003257	posterior pituitary gland neoplasm	HP:0011752	Neoplasm of the posterior pituitary	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003278	inner ear cancer	HP:0040096	Neoplasm of the inner ear	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003282	ovarian cyst	HP:0000138	Ovarian cyst	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003283	epididymal neoplasm	HP:0030421	Epididymal neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003291	leiomyoma cutis	HP:0007620	Cutaneous leiomyoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003304	plexiform neurofibroma	HP:0009732	Plexiform neurofibroma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003307	multiple mucosal neuroma	HP:0031023	Multiple mucosal neuromas	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003308	pleural mesothelioma	HP:0100002	Pleural mesothelioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003319	scrotum neoplasm	HP:0100849	Neoplasm of the scrotum	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003329	ureteral obstruction	HP:0006000	Ureteral obstruction	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003334	demyelinating polyneuropathy	HP:0007108	Demyelinating peripheral neuropathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003336	acute necrotizing encephalitis	HP:0006965	Acute necrotizing encephalopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003343	retinal hemangioblastoma	HP:0009711	Retinal capillary hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003354	heart sarcoma	HP:0031350	Cardiac sarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003362	cutaneous leiomyosarcoma	HP:0006755	Cutaneous leiomyosarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003367	gastric leiomyosarcoma	HP:0031025	Gastric leiomyosarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003381	pituitary gland disorder	HP:0011747	Abnormality of the anterior pituitary	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003381	pituitary gland disorder	HP:0012503	Abnormal pituitary gland morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003397	gingival hypertrophy	HP:0000212	Gingival overgrowth	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003398	anterograde amnesia	HP:0033689	Anterograde memory impairment	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003413	hair follicle neoplasm	HP:0012843	Hair follicle neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003417	internuclear ophthalmoplegia	HP:0030773	Internuclear ophthalmoplegia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003425	ophthalmoplegia	HP:0000602	Ophthalmoplegia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003425	ophthalmoplegia	HP:0007824	Total ophthalmoplegia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003432	strabismus	HP:0000486	Strabismus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003441	dystonic disorder	HP:0001332	Dystonia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003478	childhood ependymoma	HP:0002888	Ependymoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003481	dysgerminoma of ovary	HP:0100621	Dysgerminoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003508	choriocarcinoma of testis	HP:0100768	Choriocarcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003510	malignant testicular germ cell tumor	HP:0010788	Testicular neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003516	adult teratoma	HP:0009792	Teratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003518	mediastinum teratoma	HP:0030741	Mediastinal teratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003542	dental pulp calcification	HP:0003771	Pulp calcification	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003544	spinal cord cancer	HP:0010302	Spinal cord tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003557	optic nerve sheath meningioma	HP:0500089	Optic nerve sheath meningioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003569	cranial nerve neuropathy	HP:0001291	Abnormal cranial nerve morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003585	adult liposarcoma	HP:0012034	Liposarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003587	pediatric liposarcoma	HP:0012034	Liposarcoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003608	optic atrophy	HP:0000648	Optic atrophy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003615	nerve compression syndrome	HP:0012181	Entrapment neuropathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003619	salpingitis	HP:0034492	Salpingitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003620	peripheral nervous system disorder	HP:0000759	Abnormal peripheral nervous system morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003620	peripheral nervous system disorder	HP:0001271	Polyneuropathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003620	peripheral nervous system disorder	HP:0009830	Peripheral neuropathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003634	proteinuria	HP:0000093	Proteinuria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003640	verruciform xanthoma of skin	HP:0031517	Verruciform xanthoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003645	cavernous hemangioma of face	HP:0007486	Cavernous hemangioma of the face	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003652	acute urate nephropathy	HP:0000791	Uric acid nephrolithiasis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003653	stork bite	HP:0007616	Nevus flammeus nuchae	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003656	hemoglobinuria	HP:0003641	Hemoglobinuria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003659	pediatric lymphoma	HP:0002665	Lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003660	adult lymphoma	HP:0002665	Lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003664	hemolytic anemia	HP:0001878	Hemolytic anemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003669	testicular seminoma	HP:0100617	Testicular seminoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003689	familial hemolytic anemia	HP:0004804	Congenital hemolytic anemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003699	phobic disorder	HP:5200232	Phobia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003709	agoraphobia	HP:0000756	Agoraphobia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003712	angiokeratoma of mibelli	HP:0034411	Angiokeratoma of Mibelli	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003741	juvenile type testicular granulosa cell tumor	HP:0034380	Juvenile type testicular granulosa cell tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003756	ovarian mucinous neoplasm	HP:0031494	Ovarian mucinous tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003757	paraplegia	HP:0010550	Paraplegia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003781	bronchitis	HP:0004469	Chronic bronchitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003781	bronchitis	HP:0012387	Bronchitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003781	bronchitis	HP:0012388	Acute bronchitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003783	lymphopenia	HP:0001888	Lymphopenia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003785	leukopenia	HP:0001882	Leukopenia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003799	conjunctivitis	HP:0000509	Conjunctivitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003805	malignant pericardial mesothelioma	HP:0100004	Pericardial mesothelioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003825	kidney oncocytoma	HP:0011798	Renal oncocytoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003832	complement deficiency	HP:0004431	Complement deficiency	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003841	heart lipoma	HP:0034833	Cardiac lipoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003845	corpus callosum lipoma	HP:0006931	Pericallosal lipoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003865	acral lentiginous melanoma	HP:0012060	Acral lentiginous melanoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003878	malignant choroid melanoma	HP:0012054	Choroidal melanoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003901	cerebellar hemangioblastoma	HP:0006880	Cerebellar hemangioblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003912	malignant ciliary body melanoma	HP:0012055	Ciliary body melanoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003924	adrenal cortex adenoma	HP:0008256	Adrenocortical adenoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003937	spondylitis	HP:0033631	Spondylitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003939	muscle tissue disorder	HP:0003198	Myopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003954	angiokeratoma of Fordyce	HP:0034409	Fordyce angiokeratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003957	adult pineoblastoma	HP:0030408	Pineoblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003987	lung lymphoma	HP:0011953	Pulmonary lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0003996	basal ganglia disorder	HP:0002134	Abnormal basal ganglia morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004000	childhood pilocytic astrocytoma	HP:0033680	Pilocytic astrocytoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004004	motor nerve neuritis	HP:0007178	Motor polyneuropathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004026	skin tag	HP:0010609	Skin tags	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004038	dental enamel hypoplasia	HP:0006297	Enamel hypoplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004064	iris melanoma	HP:0011524	Iris melanoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004075	infiltrating lipoma	HP:0034696	Intramuscular lipoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004095	B-cell neoplasm	HP:0012191	B-cell lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004126	thyroiditis	HP:0100646	Thyroiditis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004132	anal canal squamous cell carcinoma	HP:0030438	Anal canal squamous cell carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0004139	normocytic anemia	HP:0001897	Normocytic anemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
